supplier_id,supplier_name,country,contact_person,phone,email,product_category,rating,contract_start_date,delivery_time_days,city,status,region
S00327,Prime Supply Co,Bangladesh,Tanjim Chowdhury,14411593000,sadia.khan@yahoo.com,Programming,3.67,2025-05-22 09:44:24,10,Khagrachari,Inactive,Chattogram
S00328,Green Enterprises,Bangladesh,Nusrat Hossain,14626633030,muntasir.rahman@gmail.com,Exam Prep,2.84,2023-10-07 11:36:22,5,Rajbari,Active,Dhaka
S00329,Ocean Logistics,Bangladesh,Nusrat Uddin,19636789220,rahim.karim@gmail.com,Business,3.53,2021-07-03 12:36:56,9,Khagrachari,Active,Chattogram
S00330,Global Distributors,Bangladesh,Imran Roy,13383229920,tanjim.patwary@outlook.com,Biography,3.6,2020-11-12 12:33:50,17, Cumilla ,Active,
S00331,Eastern Supply Co,India,Shuvo Uddin,17397286090,tasnima.patwary@gmail.com,Business,2.77,2025-01-07 05:17:56,13,Cox's Bazar,Active,Chattogram
S00332,Global Publishing House,Bangladesh,Sadia Miah,17396251020,shuvo.khan@outlook.com,Self Help,4.79,2023-02-21 11:18:09,5,Noakhali,Active,Chattogram
S00333,Green Logistics,Bangladesh,Tanjim Patwary,17458304870,jannat.nahar@outlook.com,Religious,4.0,2025-06-05 07:56:16,11,Cox's Bazar,Active,Chattogram
S00334,Green Trade Group,China,Tanjim Khan,,mim.ahmed@gmail.com,Religious,3.47,2021-06-01 01:44:48,14,Munshiganj,Active,Dhaka
S00335,Metro Books Ltd,China,Sami Das,16903435460,,Business,3.77,2019-02-23 18:54:56,3,Tangail,Active,Dhaka
S00336,Metro Logistics,Uk,Ayesha Jahan,16132675100,shuvo.miah@gmail.com,Self Help,3.29,2025-04-17 03:26:29,15,Shariatpur,Active,Dhaka
S00337,Bright Books Ltd,Bangladesh,Sakib Mollik,19869647550,muntasir.sarker@yahoo.com,Exam Prep,4.64,2020-09-03 23:27:40,5,Faridpur,Active,Dhaka
S00338,Bright Supply Co,Bangladesh,Shuvo Miah,13246860340,rafi.sarker@yahoo.com,Self Help,3.94,2024-12-01 00:43:10,7,Brahmanbaria,Active,Chattogram
S00339,Green Books Ltd,Uk,Hasan Uddin,15556523760,tanjim.roy@outlook.com,Self Help,3.74,2023-12-20 09:47:34,9,Rajbari,Active,Dhaka
S00340,Green Trade Group,Bangladesh,Nabil Islam,18481902780,karim.rahman@yahoo.com,Children,4.78,2020-08-15 10:18:44,11,Narsingdi,Active,Dhaka
S00341,Ocean Books Ltd,Bangladesh,Tanjim Hossain,17109116400,tanjim.hossain@outlook.com,Self Help,4.59,2024-04-18 11:46:46,18,Gazipur,Suspended,Dhaka
S00342,Metro Trade Group,India,Tamim Islam,17923857240,nafis.jahan@yahoo.com,Self Help,4.53,2019-07-28 12:18:43,6,Tangail,Active,Dhaka
S00343,Eastern Supply Co,Bangladesh,Farhan Nahar,16367406500,tasnima.uddin@outlook.com,Fiction,3.06,2021-09-30 00:25:09,6,Bandarban,Active,Chattogram
S00344,Delta Logistics,Bangladesh,Sifat Rahman,19129882860,nusrat.sheikh@outlook.com,Biography,2.88,2021-06-30 08:35:28,8,Gazipur,Active,Dhaka
S00345,Delta Supply Co,China,Rahim Nahar,15224837240,shaila.jahan@outlook.com,Programming,4.23,2023-08-06 15:57:17,17,Chandpur,Active,Chattogram
S00346,Metro Supply Co,Bangladesh,Rahim Islam,19534344710,jannat.roy@yahoo.com,Fiction,3.67,2022-09-28 05:31:56,19,Kishoreganj,Active,Dhaka
S00347,Metro Trade Group,Bangladesh,Mahin Mollik,19698642240,fahim.rahman@yahoo.com,Fiction,4.21,2023-04-14 16:15:29,10,Gopalganj,Active,Dhaka
S00348,Global Publishing House,Bangladesh,Adib Patwary,16565725260,hasan.nahar@outlook.com,Business,4.4,2022-05-02 04:32:10,14,Narsingdi,Active,Dhaka
S00349,Ocean Logistics,Bangladesh,Ayesha Islam,14605843360,rahim.khan@outlook.com,Academic,3.24,2024-03-05 20:45:18,18,Narsingdi,Active,Dhaka
S00350,Global Books Ltd,Bangladesh,Tanjim Ahmed,17968809400,arif.uddin@outlook.com,Exam Prep,3.21,2020-02-14 03:46:37,17,Lakshmipur,Active,Chattogram
S00351,Green Logistics,India,Nafis Islam,16228433030,mahin.bhuiyan@yahoo.com,Exam Prep,3.73,2024-01-11 21:22:57,14,Faridpur,Active,Dhaka
S00352,Eastern Publishing House,Uk,Hasan Mollik,14891184080,nabil.mollik@outlook.com,Exam Prep,3.18,2019-05-08 20:43:37,11,Narayanganj,Active,Dhaka
S00353,Eastern Enterprises,Bangladesh,Sami Chowdhury,13457352240,nabil.sarker@outlook.com,Programming,4.17,2019-08-08 11:39:29,19, Cumilla ,Active,
S00354,Global Logistics,Bangladesh,Fahim Talukder,17316559740,farhan.chowdhury@outlook.com,Business,4.37,2024-01-24 15:15:06,6,Madaripur,Active,Dhaka
S00355,Delta Enterprises,Uk,Rumana Das,19125509390,nayeem.jahan@gmail.com,Exam Prep,3.68,2020-02-09 11:41:56,8,Rangamati,Active,Chattogram
S00356,Bright Enterprises,Bangladesh,Rafi Amin,14766400810,sadia.jahan@yahoo.com,Self Help,4.31,2024-05-22 11:23:24,14, Cumilla ,Inactive,
S00357,Ocean Supply Co,Bangladesh,Nafis Roy,19934237320,mim.sarker@outlook.com,Academic,3.78,2019-12-06 06:00:50,2,Noakhali,Active,Chattogram
S00358,Metro Supply Co,Bangladesh,Rahim Talukder,18167303380,karim.nahar@outlook.com,Business,4.28,2020-01-10 23:22:44,11,Noakhali,Inactive,Chattogram
S00359,Green Enterprises,Bangladesh,Nafis Karim,18199153040,shuvo.nahar@outlook.com,Biography,3.06,2025-07-11 10:03:26,17,Gazipur,Active,Dhaka
S00360,Prime Logistics,Bangladesh,Imran Hossain,13722761380,imran.jahan@gmail.com,Self Help,4.35,2020-03-29 05:21:03,5,Shariatpur,Active,Dhaka
S00361,Eastern Trade Group,Bangladesh,Mim Patwary,16683167030,imran.miah@gmail.com,Biography,4.29,2025-05-24 00:21:36,16, Cumilla ,Active,
S00362,Royal Books Ltd,Bangladesh,Sifat Islam,18161944670,tanjim.chowdhury@outlook.com,Children,3.17,2021-06-08 19:10:06,9,Dhaka,Active,Dhaka
S00363,Ocean Books Ltd,Bangladesh,Rafi Roy,16850980470,mahin.jahan@outlook.com,Programming,3.89,2024-07-31 04:27:29,17,Rajbari,Active,Dhaka
S00364,Ocean Books Ltd,Bangladesh,Ayesha Mollik,16571081460,tanvir.mollik@gmail.com,Children,4.64,2025-07-29 04:49:05,13,Chittagong,Active,Chattogram
S00365,Delta Logistics,Bangladesh,Nusrat Jahan,16916477630,sadia.uddin@yahoo.com,Self Help,3.12,2019-10-26 07:59:00,4,Feni,Inactive,Chattogram
S00366,Ocean Distributors,Bangladesh,Tasnima Jahan,13834744770,sadia.miah@outlook.com,Programming,4.34,2021-04-24 16:18:14,15,Narsingdi,Active,Dhaka
S00367,Metro Supply Co,Bangladesh,Sami Rahman,18471058490,nabil.karim@gmail.com,Fiction,4.88,2023-01-07 20:06:32,3,Khagrachari,Active,Chattogram
S00368,Prime Logistics,Bangladesh,Shuvo Das,16432085390,mahin.mollik@outlook.com,Academic,4.67,2025-01-21 06:13:39,6,Chittagong,Active,Chattogram
S00369,Ocean Distributors,Bangladesh,Karim Miah,14887891120,muntasir.islam@gmail.com,Exam Prep,3.5,2020-04-23 13:28:31,17,Faridpur,Active,Dhaka
S00370,Ocean Trade Group,Bangladesh,Nayeem Talukder,16751011600,tasnima.sheikh@gmail.com,Self Help,4.02,2021-07-30 14:08:39,17,Manikganj,Active,Dhaka
S00371,Royal Supply Co,Bangladesh,Muntasir Roy,13810033480,rafi.ahmed@outlook.com,Self Help,4.98,2020-06-06 21:36:27,2,Noakhali,Active,Chattogram
S00372,Bright Publishing House,Usa,Imran Sarker,17997849300,nabil.islam@yahoo.com,Biography,3.92,2020-11-13 16:26:50,8,Dhaka,Active,Dhaka
S00373,Ocean Distributors,Bangladesh,Tamim Sarker,13586036330,karim.sheikh@yahoo.com,Self Help,2.79,2019-11-28 21:22:50,3,Gazipur,Active,Dhaka
S00374,Green Distributors,India,Sami Rahman,16148943770,fahim.khan@outlook.com,Self Help,2.61,2024-10-19 17:56:31,6,Narayanganj,Active,Dhaka
S00375,National Publishing House,China,Arif Miah,16369561240,nabil.miah@gmail.com,Self Help,4.48,2024-07-29 09:19:02,19,Rangamati,Suspended,Chattogram
S00376,Metro Publishing House,Bangladesh,Karim Khan,17308872410,hasan.mollik@yahoo.com,Biography,3.56,2020-01-05 05:13:35,5,Chittagong,Active,Chattogram
S00377,Global Trade Group,Bangladesh,Shuvo Mollik,16658028380,muntasir.bhuiyan@yahoo.com,Programming,3.12,2022-10-03 22:06:45,13,Gopalganj,Active,Dhaka
S00378,Green Enterprises,Uk,Sakib Bhuiyan,13744161270,shuvo.das@outlook.com,Exam Prep,3.37,2023-07-10 15:12:53,16,Narsingdi,Inactive,Dhaka
S00379,Ocean Distributors,,Mim Khan,13158262340,mahin.das@gmail.com,Self Help,4.39,2023-05-24 00:35:36,17,Noakhali,Active,Chattogram
S00380,Eastern Supply Co,Bangladesh,Shaila Jahan,18874690920,,Children,3.66,2025-11-19 20:02:03,8,Madaripur,Active,Dhaka
S00381,Eastern Enterprises,Bangladesh,Mahin Patwary,16408042160,nabil.mollik@yahoo.com,Exam Prep,4.67,2023-06-28 01:46:51,14,Bandarban,Active,Chattogram
S00382,Metro Trade Group,Bangladesh,Ayesha Chowdhury,14693103650,rumana.nahar@yahoo.com,Business,4.34,2023-10-23 02:40:34,10,Shariatpur,Active,Dhaka
S00383,National Supply Co,Bangladesh,Shaila Hossain,13411270570,muntasir.miah@outlook.com,Children,4.94,2019-03-26 00:14:01,3,Cox's Bazar,Inactive,Chattogram
S00384,Bright Enterprises,China,Mim Ahmed,14417540220,arif.bhuiyan@yahoo.com,Children,4.72,2019-07-22 12:29:56,6,Cox's Bazar,Active,Chattogram
S00385,Eastern Distributors,China,Nusrat Ahmed,16709806830,,Children,3.14,2023-05-01 23:46:58,15,Feni,Active,Chattogram
S00386,Bright Trade Group,Bangladesh,Rafi Amin,13885158260,rumana.hossain@outlook.com,Biography,4.15,2025-05-09 11:07:11,14,Gazipur,Suspended,Dhaka
S00387,Global Supply Co,,Tanvir Karim,19931860780,nusrat.amin@outlook.com,Exam Prep,2.55,2021-10-16 22:29:25,11,Rajbari,Active,Dhaka
S00388,Royal Trade Group,Bangladesh,Rafi Ahmed,15839451820,rafi.amin@outlook.com,Academic,4.98,2023-07-02 17:04:47,16,Chittagong,Inactive,Chattogram
S00389,Delta Books Ltd,Usa,Nayeem Nahar,18606275300,hasan.karim@yahoo.com,Religious,3.15,2020-06-20 22:40:51,14,Rajbari,Active,Dhaka
S00390,Prime Supply Co,Bangladesh,Nusrat Islam,14601838730,farhan.mollik@gmail.com,Religious,4.16,2022-03-12 07:56:26,8,Chittagong,Active,Chattogram
S00391,Royal Logistics,Usa,Arif Uddin,,arif.chowdhury@outlook.com,Programming,4.62,2024-04-04 06:53:29,7,Chandpur,Active,Chattogram
S00392,Eastern Books Ltd,Uk,Nayeem Amin,16323111520,mahin.nahar@yahoo.com,Religious,2.9,2023-08-14 04:10:31,19,Narayanganj,Active,Dhaka
S00393,Delta Logistics,Bangladesh,Arif Miah,18235983770,nusrat.ahmed@gmail.com,Biography,4.62,2019-10-19 21:00:01,19,Gazipur,Active,Dhaka
S00394,Global Logistics,,Hasan Ahmed,16991182900,rafi.ahmed@gmail.com,Programming,2.53,2025-02-24 20:05:43,2,Rangamati,Active,Chattogram
S00395,Green Books Ltd,Uk,Tanjim Uddin,15496453940,nayeem.karim@gmail.com,Religious,3.6,2025-06-27 18:07:57,16,Feni,Active,Chattogram
S00396,Global Enterprises,Bangladesh,Tanvir Karim,13635250360,fahim.ahmed@outlook.com,Religious,3.68,2022-05-04 12:53:33,4,Lakshmipur,Active,Chattogram
S00397,Ocean Supply Co,Bangladesh,Mahin Rahman,17384007020,fahim.chowdhury@gmail.com,Business,3.44,2021-05-20 23:01:24,17,Munshiganj,Active,Dhaka
S00398,Delta Distributors,Usa,Jannat Hossain,14142360360,arif.islam@outlook.com,Biography,3.97,2022-09-20 01:23:06,12,Munshiganj,Active,Dhaka
S00399,Metro Enterprises,Bangladesh,Farhan Khan,13893578280,rumana.das@yahoo.com,Business,4.79,2024-08-10 07:02:08,14,Munshiganj,Active,Dhaka
S00400,National Enterprises,Bangladesh,Jannat Uddin,15191649050,rahim.jahan@gmail.com,Self Help,3.32,2022-03-02 10:55:59,14,Dhaka,Inactive,Dhaka
S00401,Global Distributors,Bangladesh,Raisa Uddin,19233760630,shaila.amin@yahoo.com,Religious,3.95,2019-03-19 00:38:42,12,Kishoreganj,Active,Dhaka
S00402,Green Trade Group,Bangladesh,Sakib Amin,15118618710,raisa.amin@outlook.com,Exam Prep,4.69,2019-07-05 13:02:54,6,Munshiganj,Suspended,Dhaka
S00403,Ocean Supply Co,China,Tamim Amin,17729370840,shaila.ahmed@outlook.com,Exam Prep,4.43,2024-09-05 09:10:16,16,Rangamati,Active,Chattogram
S00404,Green Books Ltd,Bangladesh,Fahim Mollik,18336739330,nusrat.roy@yahoo.com,Exam Prep,2.6,2024-07-04 18:01:47,11,Kishoreganj,Active,Dhaka
S00405,National Trade Group,Bangladesh,Jannat Patwary,15944307890,jannat.amin@yahoo.com,Religious,4.86,2024-05-27 07:41:16,11,Tangail,Active,Dhaka
S00406,Global Trade Group,Bangladesh,Sakib Chowdhury,18133441240,imran.mollik@gmail.com,Religious,2.62,2019-11-20 02:36:07,7,Bandarban,Active,Chattogram
S00407,Bright Publishing House,China,Farhan Uddin,17675916250,tanvir.miah@gmail.com,Programming,3.97,2020-03-12 05:58:14,2,Narayanganj,Active,Dhaka
S00408,Ocean Supply Co,Bangladesh,Sami Rahman,13127047170,sami.khan@yahoo.com,Business,3.94,2021-10-05 12:30:09,11,Noakhali,Active,Chattogram
S00409,Global Books Ltd,Uk,Nafis Sarker,13243079010,tanjim.amin@yahoo.com,Exam Prep,4.47,2020-08-13 01:31:51,8,Gazipur,Suspended,Dhaka
S00410,Bright Trade Group,Bangladesh,Hasan Sheikh,19670918120,mim.amin@gmail.com,Self Help,2.87,2021-09-15 17:15:38,13,Khagrachari,Inactive,Chattogram
S00411,Global Logistics,Uk,Hasan Jahan,18366026510,farhan.mollik@outlook.com,Exam Prep,2.95,2022-11-28 11:07:09,8, Cumilla ,Active,
S00412,Eastern Logistics,China,Tasnima Karim,19279023250,nafis.karim@yahoo.com,Exam Prep,4.38,2020-12-16 18:49:20,19,Munshiganj,Active,Dhaka
S00413,Bright Books Ltd,Uk,Fahim Das,19127714750,nusrat.uddin@gmail.com,Self Help,2.87,2019-11-12 14:52:12,14,Cox's Bazar,Active,Chattogram
S00414,Bright Trade Group,Usa,Tanvir Talukder,13171007520,nusrat.chowdhury@outlook.com,Business,3.67,2021-10-25 19:23:49,10,Rajbari,Active,Dhaka
S00415,Royal Books Ltd,Bangladesh,Tasnima Roy,18331747520,tanjim.bhuiyan@gmail.com,Academic,4.33,2024-01-21 22:15:19,14,Rangamati,Active,Chattogram
S00416,Prime Publishing House,India,Nayeem Khan,16524181680,imran.mollik@outlook.com,Business,4.13,2023-04-29 15:09:03,13,Dhaka,Active,Dhaka
S00417,Delta Publishing House,Bangladesh,Jannat Chowdhury,18413860580,rafi.bhuiyan@gmail.com,Exam Prep,3.03,2021-04-01 15:53:22,13,Dhaka,Active,Dhaka
S00418,Royal Supply Co,Bangladesh,Mahin Talukder,13447829310,sami.karim@yahoo.com,Self Help,3.26,2021-03-06 21:44:35,12,Bandarban,Active,Chattogram
S00419,Royal Publishing House,Usa,Sadia Islam,15757791680,muntasir.nahar@yahoo.com,Programming,4.92,2023-01-31 21:41:24,18,Noakhali,Inactive,Chattogram
S00420,Global Trade Group,China,Arif Sheikh,18182761990,ayesha.talukder@outlook.com,Self Help,3.62,2020-03-16 22:34:20,7,Faridpur,Active,Dhaka
S00421,Prime Logistics,Bangladesh,Sami Khan,18163442690,imran.karim@gmail.com,Academic,2.61,2024-10-31 19:13:26,9,Cox's Bazar,Inactive,Chattogram
S00422,Metro Books Ltd,Bangladesh,Ayesha Hossain,17450355140,rumana.sheikh@outlook.com,Religious,3.05,2025-01-31 02:28:49,6,Noakhali,Active,Chattogram
S00423,Global Books Ltd,Bangladesh,Sami Amin,15534867500,arif.das@yahoo.com,Exam Prep,3.36,2019-03-06 23:07:39,12,Shariatpur,Active,Dhaka
S00424,Eastern Books Ltd,Bangladesh,Arif Islam,15814477280,sami.ahmed@gmail.com,Programming,5.0,2025-10-17 10:45:29,19,Khagrachari,Inactive,Chattogram
S00425,Royal Logistics,Bangladesh,Sadia Sheikh,19834219280,hasan.ahmed@yahoo.com,Exam Prep,3.26,2019-03-01 20:45:16,12,Cox's Bazar,Active,Chattogram
S00426,Metro Supply Co,Bangladesh,Tasnima Nahar,16552956630,adib.karim@outlook.com,Programming,2.57,2022-03-18 03:21:57,5,Madaripur,Active,Dhaka
S00427,Metro Publishing House,Bangladesh,Nusrat Islam,16814186550,tamim.patwary@yahoo.com,Programming,3.78,2023-09-02 16:18:51,18,Khagrachari,Active,Chattogram
S00428,Prime Supply Co,Bangladesh,Karim Jahan,16468552100,muntasir.karim@gmail.com,Religious,2.71,2020-06-04 11:05:46,16,Chittagong,Active,Chattogram
S00429,Prime Books Ltd,India,Arif Bhuiyan,15597404400,hasan.jahan@yahoo.com,Self Help,3.19,2019-05-02 08:44:26,9,Dhaka,Active,Dhaka
S00430,Bright Supply Co,Bangladesh,Muntasir Amin,17489101870,rumana.bhuiyan@yahoo.com,Fiction,4.98,2024-02-03 05:16:29,4,Bandarban,Active,Chattogram
S00431,Metro Trade Group,Usa,Karim Patwary,18844043420,tanjim.bhuiyan@gmail.com,Fiction,4.26,2019-04-05 04:37:15,9,Chandpur,Active,Chattogram
S00432,Eastern Supply Co,Bangladesh,Nafis Nahar,16918145910,nabil.mollik@gmail.com,Business,2.63,2022-05-22 15:47:12,16,Feni,Active,Chattogram
S00433,Royal Logistics,Bangladesh,Nafis Uddin,14938899230,fahim.talukder@outlook.com,Children,3.62,2021-10-01 04:57:11,12,Cox's Bazar,Active,Chattogram
S00434,Royal Supply Co,Bangladesh,Fahim Sarker,15607866580,farhan.khan@gmail.com,Business,2.93,2025-10-09 09:28:28,5,Shariatpur,Active,Dhaka
S00435,Delta Books Ltd,Bangladesh,Tasnima Jahan,14497933700,ayesha.ahmed@yahoo.com,Business,2.81,2025-07-05 16:45:58,4,Munshiganj,Active,Dhaka
S00436,Delta Publishing House,China,Tanvir Karim,15173070650,nabil.das@outlook.com,Fiction,3.97,2024-09-20 13:42:07,19,Kishoreganj,Suspended,Dhaka
S00437,Eastern Books Ltd,Bangladesh,Karim Uddin,18913460870,arif.nahar@gmail.com,Business,3.76,2024-02-11 16:35:05,10,Gazipur,Active,Dhaka
S00438,Bright Enterprises,Bangladesh,Tanvir Jahan,16592547360,sadia.khan@yahoo.com,Programming,4.36,2022-10-19 15:54:42,14,Chandpur,Active,Chattogram
S00439,Green Supply Co,Usa,Imran Das,17279166860,nayeem.sheikh@gmail.com,Exam Prep,4.73,2021-06-11 17:34:59,8,Rangamati,Active,Chattogram
S00440,Green Logistics,China,Tamim Amin,18708754390,karim.hossain@outlook.com,Fiction,3.12,2020-03-01 23:45:53,3,Faridpur,Inactive,Dhaka
S00441,Global Supply Co,Bangladesh,Jannat Karim,15771520190,rahim.das@yahoo.com,Self Help,4.81,2025-10-10 07:50:23,9,Chittagong,Active,Chattogram
S00442,Delta Publishing House,Bangladesh,Fahim Hossain,18287780790,mahin.jahan@outlook.com,Programming,3.61,2021-09-10 19:01:10,14,Brahmanbaria,Active,Chattogram
S00443,Royal Supply Co,Bangladesh,Rahim Chowdhury,17548537090,fahim.khan@outlook.com,Exam Prep,3.15,2021-12-31 21:43:29,8,Kishoreganj,Inactive,Dhaka
S00444,Global Publishing House,Bangladesh,Tamim Talukder,15629441690,nayeem.talukder@yahoo.com,Children,4.61,2019-12-27 22:02:47,12,Madaripur,Active,Dhaka
S00445,Global Publishing House,Bangladesh,Nayeem Roy,19102230130,rafi.nahar@gmail.com,Children,3.46,2020-12-08 11:34:26,9,Manikganj,Suspended,Dhaka
S00446,Global Logistics,Bangladesh,Arif Uddin,19870366250,mahin.chowdhury@yahoo.com,Programming,3.9,2023-06-11 00:50:27,8,Chittagong,Active,Chattogram
S00447,Green Trade Group,Usa,Karim Ahmed,16649022050,muntasir.khan@gmail.com,Business,4.3,2021-12-25 18:12:48,6,Munshiganj,Active,Dhaka
S00448,Ocean Logistics,Bangladesh,Fahim Das,15216222690,adib.roy@yahoo.com,Programming,3.2,2023-02-06 11:24:56,6,Feni,Inactive,Chattogram
S00449,Green Books Ltd,Bangladesh,Arif Uddin,17834721360,rafi.chowdhury@gmail.com,Children,4.66,2020-06-24 16:54:27,6,Narayanganj,Inactive,Dhaka
S00450,Global Logistics,Bangladesh,Sami Uddin,14773246810,ayesha.roy@outlook.com,Programming,3.1,2019-07-29 18:57:25,14,Gazipur,Active,Dhaka
S00451,Global Books Ltd,India,Nayeem Jahan,18406000030,tamim.chowdhury@yahoo.com,Exam Prep,4.01,2025-03-13 16:37:28,8,Gazipur,Active,Dhaka
S00452,Prime Trade Group,Bangladesh,Raisa Nahar,15910404990,rahim.roy@gmail.com,Exam Prep,2.7,2022-01-09 06:49:44,15,Narsingdi,Active,Dhaka
S00453,Delta Logistics,Uk,Tanvir Bhuiyan,15972979460,tamim.sarker@outlook.com,Fiction,2.9,2021-07-12 03:48:55,7,Narsingdi,Active,Dhaka
S00454,Delta Publishing House,Usa,Rafi Amin,16446552050,muntasir.hossain@outlook.com,Business,3.45,2021-01-01 06:15:11,7, Cumilla ,Active,
S00455,National Books Ltd,Bangladesh,Rumana Bhuiyan,13649968340,sami.mollik@yahoo.com,Programming,4.64,2023-08-09 18:26:53,18,Shariatpur,Active,Dhaka
S00456,Ocean Publishing House,Bangladesh,Sifat Talukder,17971544250,rumana.talukder@gmail.com,Programming,2.86,2022-12-10 05:24:13,17,Gopalganj,Active,Dhaka
S00457,National Trade Group,Bangladesh,Rahim Bhuiyan,18126706840,adib.miah@yahoo.com,Self Help,4.69,2021-09-21 09:42:40,9,Madaripur,Active,Dhaka
S00458,Green Enterprises,Bangladesh,Rumana Khan,16768500620,rahim.miah@yahoo.com,Business,3.07,2025-07-07 10:43:24,6,Bandarban,Active,Chattogram
S00459,Green Supply Co,Usa,Nusrat Rahman,16486416090,adib.bhuiyan@outlook.com,Exam Prep,3.63,2025-04-23 19:48:43,14,Narayanganj,Active,Dhaka
S00460,Prime Logistics,Bangladesh,Arif Talukder,18650234580,mahin.karim@gmail.com,Self Help,3.38,2020-05-22 10:27:41,3,Chittagong,Active,Chattogram
S00461,Royal Logistics,India,Mahin Mollik,17517693690,muntasir.ahmed@outlook.com,Fiction,2.8,2023-06-30 22:12:17,10,Noakhali,Active,Chattogram
S00462,Delta Publishing House,Bangladesh,Hasan Jahan,14567181950,rafi.mollik@gmail.com,Self Help,4.86,2025-10-11 03:09:55,12,Narayanganj,Active,Dhaka
S00463,Prime Trade Group,Bangladesh,Tanjim Islam,19736540470,shuvo.islam@gmail.com,Fiction,3.6,2022-06-01 23:19:26,14,Bandarban,Active,Chattogram
S00464,Green Distributors,Bangladesh,Jannat Uddin,13320232350,sadia.uddin@yahoo.com,Business,4.23,2019-03-19 03:40:23,3,Feni,Active,Chattogram
S00465,Delta Logistics,Bangladesh,Tanvir Chowdhury,19501185250,nabil.karim@gmail.com,Religious,3.94,2019-12-04 18:10:41,2,Madaripur,Active,Dhaka
S00466,Green Logistics,Bangladesh,Rahim Nahar,19902630920,sami.chowdhury@yahoo.com,Religious,3.75,2023-09-03 13:54:29,6,Tangail,Active,Dhaka
S00467,Prime Logistics,Bangladesh,Nafis Patwary,18924766900,karim.bhuiyan@yahoo.com,Programming,4.04,2025-04-24 07:10:32,4,Munshiganj,Active,Dhaka
S00468,Delta Trade Group,Bangladesh,Jannat Uddin,17863897110,hasan.sheikh@gmail.com,Fiction,4.75,2019-11-25 04:19:51,11,Chandpur,Active,Chattogram
S00469,Eastern Publishing House,India,Sifat Uddin,14163255800,mim.talukder@outlook.com,Academic,4.25,2022-10-29 15:56:02,18, Cumilla ,Active,
S00470,Delta Enterprises,Bangladesh,Rafi Sarker,16788838860,tanjim.islam@gmail.com,Biography,3.83,2022-06-23 23:25:09,7,Gopalganj,Active,Dhaka
S00471,Bright Distributors,Usa,Adib Das,16568771440,nafis.patwary@outlook.com,Self Help,4.11,2020-12-29 14:17:22,10,Kishoreganj,Active,Dhaka
S00472,Metro Enterprises,Bangladesh,Arif Mollik,17881415210,sadia.nahar@outlook.com,Self Help,4.02,2023-06-03 13:25:41,5,Dhaka,Active,Dhaka
S00473,Eastern Books Ltd,Bangladesh,Karim Nahar,18198690300,nayeem.das@yahoo.com,Programming,3.58,2025-02-21 23:32:50,2,Dhaka,Active,Dhaka
S00474,Metro Books Ltd,Bangladesh,Jannat Talukder,,arif.patwary@gmail.com,Self Help,4.06,2019-05-20 03:35:36,14,Faridpur,Active,Dhaka
S00475,Metro Publishing House,Bangladesh,Muntasir Miah,18992208880,tanvir.sarker@outlook.com,Programming,3.61,2021-07-06 14:52:32,6,Chittagong,Active,Chattogram
S00476,Global Distributors,Bangladesh,Tanjim Islam,16711199810,shuvo.sheikh@gmail.com,Academic,4.39,2021-03-13 18:44:03,11,Lakshmipur,Active,Chattogram
S00477,Bright Distributors,Bangladesh,Rumana Khan,13939124120,ayesha.patwary@gmail.com,Children,4.92,2024-02-02 16:48:11,14,Narsingdi,Active,Dhaka
S00478,Ocean Logistics,China,Jannat Hossain,14440534600,fahim.uddin@outlook.com,Fiction,4.9,2022-10-04 03:12:05,17,Lakshmipur,Active,Chattogram
S00479,Delta Logistics,Bangladesh,Sadia Miah,18970677240,,Business,4.55,2019-02-15 17:55:27,5, Cumilla ,Active,
S00480,Metro Distributors,Bangladesh,Tasnima Sheikh,16536248920,tamim.jahan@outlook.com,Biography,4.0,2021-05-18 13:34:14,12,Feni,Active,Chattogram
S00481,Eastern Distributors,Bangladesh,Jannat Talukder,13980985870,rumana.sheikh@gmail.com,Fiction,4.37,2024-02-22 22:23:19,18, Cumilla ,Active,
S00482,Royal Publishing House,Bangladesh,Mahin Chowdhury,13123477460,arif.nahar@yahoo.com,Religious,2.95,2022-05-03 12:47:10,10,Kishoreganj,Active,Dhaka
S00483,Metro Logistics,Bangladesh,Sifat Khan,16103269760,mahin.jahan@outlook.com,Fiction,3.7,2022-12-09 16:04:55,2,Tangail,Active,Dhaka
S00484,Bright Distributors,Bangladesh,Sakib Sarker,14664947940,tamim.talukder@outlook.com,Religious,3.14,2020-11-06 14:12:58,6,Tangail,Active,Dhaka
S00485,Metro Books Ltd,Bangladesh,Karim Patwary,17368356120,rumana.islam@yahoo.com,Religious,2.51,2021-03-27 08:30:33,16,Chandpur,Active,Chattogram
S00486,Prime Distributors,Bangladesh,Arif Miah,18646943860,farhan.das@outlook.com,Children,4.92,2019-11-29 11:49:01,16,Feni,Active,Chattogram
S00487,Delta Enterprises,China,Arif Amin,14741198760,tasnima.islam@gmail.com,Programming,4.66,2019-07-28 15:26:30,7,Gazipur,Suspended,Dhaka
S00488,Eastern Publishing House,Bangladesh,Shuvo Patwary,17830901320,nabil.hossain@yahoo.com,Academic,3.78,2023-05-15 22:38:16,5,Chittagong,Active,Chattogram
S00489,Global Logistics,Usa,Mim Khan,14307769260,nafis.mollik@gmail.com,Biography,3.14,2020-02-07 22:40:15,7,Feni,Active,Chattogram
