customer_id,customer_name,gender,age,city,region,signup_date,customer_segment,email,phone,loyalty_score,reader_group
C00398,Rahim Karim,Female,19,Cox's Bazar,Chattogram,6/5/2024 6:46,Platinum,nabil.uddin@gmail.com,01891818764,90,Young
C00399,Tamim Patwary,Female,52,Dhaka,Dhaka,3/22/2026 11:10,Platinum,ayesha.bhuiyan@gmail.com,01818995374,83,Professional
C00400,Sifat Mollik,Male,22,Kishoreganj,Dhaka,6/8/2023 11:01,Gold,nayeem.khan@gmail.com,01440359951,79,Young
C00401,Muntasir Amin,Female,35,,,11/23/2022 13:54,Gold,farhan.talukder@yahoo.com,00000000000,63,Professional
C00402,Rahim Miah,Male,26,Madaripur,Dhaka,11/25/2025 4:09,Gold,adib.das@outlook.com,01952998948,80,Young
C00403,Sami Jahan,Female,29,Kishoreganj,Dhaka,1/12/2025 7:22,Gold,sami.rahman@yahoo.com,01995467575,68,Young
C00404,Rumana Amin,Female,57,Madaripur,Dhaka,7/1/2023 22:06,Platinum,raisa.karim@gmail.com,01470873154,97,Elderly
C00405,Karim Uddin,Male,12,Dhaka,Dhaka,1/22/2026 9:21,Silver,mim.jahan@outlook.com,01686049627,45,Kids
C00406,Raisa Hossain,Male,22,Dhaka,Dhaka,8/25/2022 15:43,Gold,jannat.jahan@outlook.com,01927316000,74,Young
C00407,Muntasir Roy,Male,75,Gopalganj,Dhaka,4/24/2022 7:51,Bronze,arif.mollik@yahoo.com,01793406135,39,Elderly
C00408,Raisa Mollik,Male,18,Dhaka,Dhaka,2/12/2021 13:35,Gold,tasnima.sarker@gmail.com,01786801002,74,Young
C00409,Adib Karim,Female,25,Rajbari,Dhaka,6/11/2021 18:48,Bronze,arif.sarker@yahoo.com,01880654468,31,Young
C00410,Sakib Miah,Female,24,Dhaka,Dhaka,9/15/2025 16:21,Bronze,nafis.ahmed@yahoo.com,01894710077,40,Young
C00411,Muntasir Mollik,Male,51,Dhaka,Dhaka,5/31/2021 11:27,Bronze,tasnima.chowdhury@outlook.com,01480999096,39,Professional
C00412,Raisa Talukder,Male,42,Feni,Chattogram,3/1/2025 11:17,Gold,sakib.uddin@yahoo.com,01561907239,67,Professional
C00413,Mim Sarker,Male,23,Tangail,Dhaka,5/26/2021 2:40,Gold,farhan.hossain@gmail.com,01768382118,68,Young
C00414,Nafis Bhuiyan,Female,59,Lakshmipur,Chattogram,4/3/2022 18:14,Platinum,hasan.patwary@outlook.com,01483880484,100,Elderly
C00415,Farhan Nahar,Female,21,Rangamati,Chattogram,11/28/2022 20:03,Silver,fahim.uddin@outlook.com,01877424212,60,Young
C00416,Rumana Miah,Male,28,Tangail,Dhaka,3/3/2022 23:11,Gold,arif.hossain@gmail.com,01763261238,76,Young
C00417,Adib Amin,Male,57,Cox's Bazar,Chattogram,9/8/2021 21:57,Gold,tanjim.mollik@yahoo.com,01435265913,65,Elderly
C00418,Nabil Khan,Male,28,,,5/20/2026 10:14,Gold,nabil.khan@gmail.com,01914514490,74,Young
C00419,Tanvir Ahmed,Male,66,Chandpur,Chattogram,3/17/2023 4:35,Silver,rafi.patwary@gmail.com,01374615822,60,Elderly
C00420,Rafi Hossain,Male,67,Shariatpur,Dhaka,4/22/2023 2:02,Platinum,sadia.miah@gmail.com,01613133083,82,Elderly
C00421,Mim Sheikh,Male,75,Brahmanbaria,Chattogram,2/8/2025 4:56,Silver,imran.islam@gmail.com,01886247927,43,Elderly
C00422,Karim Rahman,Female,11,Dhaka,Dhaka,12/23/2025 0:25,Bronze,nusrat.miah@gmail.com,01457280920,18,Kids
C00423,Karim Islam,Male,25,Noakhali,Chattogram,8/16/2022 20:58,Gold,ayesha.karim@yahoo.com,01421487988,70,Young
C00424,Karim Bhuiyan,Female,51,Munshiganj,Dhaka,6/21/2023 0:45,Bronze,shaila.ahmed@yahoo.com,01369343720,30,Professional
C00425,Tasnima Nahar,Female,23, Cumilla ,,8/12/2023 2:00,Platinum,raisa.amin@gmail.com,01538288682,86,Young
C00426,Tamim Hossain,Male,29,Rangamati,Chattogram,6/3/2022 5:23,Silver,raisa.uddin@yahoo.com,01734491715,52,Young
C00427,Arif Uddin,Male,27,Khagrachari,Chattogram,9/11/2021 5:01,Silver,ayesha.nahar@outlook.com,01672906063,43,Young
C00428,Sifat Miah,Male,29,Kishoreganj,Dhaka,1/6/2026 0:32,Platinum,mahin.miah@yahoo.com,01589918429,100,Young
C00429,Adib Roy,Female,44,Munshiganj,Dhaka,10/20/2024 4:47,Gold,nusrat.chowdhury@gmail.com,01728132370,62,Professional
C00430,Farhan Khan,Male,68,Brahmanbaria,Chattogram,9/12/2024 2:52,Silver,nabil.bhuiyan@outlook.com,01954879981,58,Elderly
C00431,Fahim Hossain,Female,9,Shariatpur,Dhaka,9/24/2022 12:53,Gold,nafis.das@yahoo.com,01841118127,65,Kids
C00432,Sami Nahar,Female,29,Munshiganj,Dhaka,8/5/2024 23:58,Gold,nafis.rahman@gmail.com,01360692154,77,Young
C00433,Nafis Roy,Male,25,Brahmanbaria,Chattogram,9/26/2021 19:53,Platinum,farhan.jahan@yahoo.com,01675147782,83,Young
C00434,Shuvo Mollik,Male,7,Lakshmipur,Chattogram,8/23/2021 17:59,Bronze,rafi.miah@outlook.com,01871946817,38,Kids
C00435,Fahim Sheikh,Male,43,Kishoreganj,Dhaka,3/13/2026 21:14,Gold,shuvo.uddin@gmail.com,01663221504,72,Professional
C00436,Rumana Rahman,Male,33,Dhaka,Dhaka,3/31/2022 14:53,Gold,raisa.bhuiyan@yahoo.com,01992042596,68,Professional
C00437,Fahim Khan,Male,25,Brahmanbaria,Chattogram,3/11/2025 0:13,Silver,rumana.karim@gmail.com,01322999530,45,Young
C00438,Jannat Miah,Female,48,Tangail,Dhaka,7/8/2022 0:29,Gold,jannat.miah@yahoo.com,01325906538,63,Professional
C00439,Rafi Miah,Male,27,Lakshmipur,Chattogram,7/20/2024 19:51,Bronze,tasnima.roy@yahoo.com,01786682823,29,Young
C00440,Karim Roy,Male,19,Chittagong,Chattogram,5/1/2024 18:40,Silver,tasnima.mollik@gmail.com,01433895055,58,Young
C00441,Sakib Chowdhury,Female,42,Munshiganj,Dhaka,12/8/2024 7:45,Silver,sami.nahar@yahoo.com,01622586854,57,Professional
C00442,Adib Mollik,Female,8,Bandarban,Chattogram,3/12/2026 0:41,Silver,sifat.rahman@outlook.com,01663743914,53,Kids
C00443,Tanvir Uddin,Male,22,Khagrachari,Chattogram,4/26/2023 21:05,Silver,shaila.talukder@yahoo.com,01752085091,60,Young
C00444,Tasnima Bhuiyan,Male,54,Madaripur,Dhaka,9/18/2025 10:36,Silver,tanvir.talukder@outlook.com,01333193468,59,Professional
C00445,Ayesha Amin,Female,24,Dhaka,Dhaka,8/17/2022 1:58,Platinum,nabil.talukder@yahoo.com,01394863532,83,Young
C00446,Karim Bhuiyan,Male,23,Bandarban,Chattogram,3/31/2026 21:53,Silver,nabil.khan@yahoo.com,00000000000,42,Young
C00447,Fahim Talukder,Male,53,Dhaka,Dhaka,9/21/2023 23:21,Silver,fahim.sheikh@yahoo.com,01514975733,55,Professional
C00448,Sakib Mollik,Female,24,Noakhali,Chattogram,8/6/2025 2:19,Silver,muntasir.roy@gmail.com,01615291930,58,Young
C00449,Nusrat Sheikh,Female,23,Dhaka,Dhaka,6/29/2025 14:42,Silver,raisa.bhuiyan@outlook.com,01719019238,43,Young
C00450,Karim Sarker,Male,9,Manikganj,Dhaka,6/15/2024 13:50,Gold,tanvir.khan@yahoo.com,01312556300,65,Kids
C00451,Farhan Talukder,Male,52,Noakhali,Chattogram,4/1/2026 0:28,Silver,sami.talukder@yahoo.com,01515293756,49,Professional
C00452,Muntasir Rahman,Female,23,Dhaka,Dhaka,9/4/2024 12:10,Bronze,tasnima.karim@gmail.com,01329705541,37,Young
C00453,Hasan Ahmed,Male,46,Dhaka,Dhaka,4/18/2024 7:10,Gold,sadia.miah@outlook.com,01629814363,71,Professional
C00454,Sadia Miah,Female,7,Dhaka,Dhaka,5/19/2022 6:17,Gold,shuvo.rahman@gmail.com,01548636653,66,Kids
C00455,Rahim Islam,Male,30,Rangamati,Chattogram,1/19/2023 4:52,Gold,tanvir.hossain@gmail.com,01714199303,63,Professional
C00456,Rahim Patwary,Female,31,Rangamati,Chattogram,1/13/2021 5:46,Silver,farhan.miah@yahoo.com,01918329609,60,Professional
C00457,Nusrat Hossain,Female,42,Manikganj,Dhaka,11/28/2024 19:02,Silver,tasnima.karim@yahoo.com,01935657412,60,Professional
C00458,Rumana Das,Male,48,Chittagong,Chattogram,4/21/2024 9:00,Gold,rumana.das@gmail.com,01516026595,61,Professional
C00459,Shaila Jahan,Female,20,Chittagong,Chattogram,10/17/2024 18:29,Platinum,ayesha.nahar@yahoo.com,01590899668,83,Young
C00460,Raisa Das,Male,29,Dhaka,Dhaka,6/3/2024 20:37,Gold,sifat.sarker@outlook.com,01766086594,64,Young
C00461,Nafis Chowdhury,Female,27,Gazipur,Dhaka,5/7/2022 23:00,Bronze,nafis.chowdhury@gmail.com,01593336546,23,Young
C00462,Sakib Talukder,Female,26,Khagrachari,Chattogram,6/11/2026 21:32,Platinum,nayeem.karim@yahoo.com,01832689536,84,Young
C00463,Nafis Mollik,Female,20,Dhaka,Dhaka,5/16/2023 19:14,Gold,shaila.das@gmail.com,01727953850,79,Young
C00464,Sami Ahmed,Male,31,Rajbari,Dhaka,10/22/2024 15:18,Gold,rahim.jahan@outlook.com,01747335043,73,Professional
C00465,Adib Hossain,Female,26,Gazipur,Dhaka,9/24/2021 10:03,Bronze,tanvir.jahan@gmail.com,01387729224,12,Young
C00466,Nafis Khan,Female,66,Shariatpur,Dhaka,4/1/2024 9:51,Gold,shuvo.amin@gmail.com,01759801795,62,Elderly
C00467,Nusrat Talukder,Male,46,Faridpur,Dhaka,3/11/2023 17:30,Gold,farhan.jahan@gmail.com,01973892685,78,Professional
C00468,Hasan Sarker,Female,29,Gazipur,Dhaka,1/19/2026 7:28,Gold,jannat.nahar@yahoo.com,01973886563,69,Young
C00469,Fahim Nahar,Male,24,Dhaka,Dhaka,2/25/2025 8:16,Gold,tamim.hossain@gmail.com,01453393974,66,Young
C00470,Nabil Nahar,Female,28,Rangamati,Chattogram,2/2/2026 0:55,Gold,tanjim.amin@outlook.com,01636594223,78,Young
C00471,Muntasir Uddin,Female,23,Dhaka,Dhaka,9/17/2022 0:55,Gold,shaila.chowdhury@yahoo.com,01563670495,65,Young
C00472,Nusrat Chowdhury,Male,22,Munshiganj,Dhaka,8/5/2024 5:08,Platinum,mahin.mollik@gmail.com,00000000000,84,Young
C00473,Mahin Ahmed,Male,22,Munshiganj,Dhaka,6/12/2024 11:15,Gold,rumana.das@yahoo.com,00000000000,65,Young
C00474,Shaila Roy,Female,38,Kishoreganj,Dhaka,5/15/2022 1:57,Gold,hasan.sheikh@gmail.com,01351153970,63,Professional
C00475,Sakib Islam,Male,28,Cox's Bazar,Chattogram,10/14/2022 8:49,Gold,farhan.patwary@gmail.com,01933832027,78,Young
C00476,Nusrat Nahar,Male,24,Madaripur,Dhaka,9/3/2024 15:30,Silver,arif.patwary@yahoo.com,01840928283,55,Young
C00477,Mim Uddin,Male,29,Bandarban,Chattogram,10/20/2021 10:36,Silver,raisa.sarker@yahoo.com,01480619432,42,Young
C00478,Sadia Talukder,Male,21,Shariatpur,Dhaka,3/7/2023 6:15,Gold,nayeem.patwary@yahoo.com,01975326753,62,Young
C00479,Tanvir Sarker,Male,27,Khagrachari,Chattogram,1/13/2025 21:04,Gold,imran.chowdhury@yahoo.com,01575560027,73,Young
C00480,Sifat Das,Male,33,Cox's Bazar,Chattogram,7/31/2025 5:44,Gold,tanvir.bhuiyan@outlook.com,01340175360,79,Professional
C00481,Rahim Uddin,Female,37,,,3/17/2024 13:15,Gold,sifat.miah@gmail.com,01457046680,79,Professional
C00482,Tanvir Ahmed,Female,18, Cumilla ,,8/23/2024 18:02,Gold,nabil.sarker@yahoo.com,00000000000,61,Young
C00483,Tamim Bhuiyan,Female,74,Cox's Bazar,Chattogram,6/30/2025 0:14,Silver,jannat.das@gmail.com,01418140201,59,Elderly
C00484,Sakib Nahar,Male,37,Lakshmipur,Chattogram,4/5/2022 12:20,Silver,nayeem.patwary@gmail.com,01676875973,51,Professional
C00485,Tanvir Talukder,Female,27,Noakhali,Chattogram,9/11/2024 18:15,Gold,tasnima.rahman@yahoo.com,01457508065,66,Young
C00486,Hasan Khan,Male,41,Chittagong,Chattogram,1/2/2025 17:43,Bronze,nayeem.ahmed@gmail.com,01920287193,32,Professional
C00487,Tamim Talukder,Female,33,Narayanganj,Dhaka,6/13/2025 13:52,Gold,sami.nahar@yahoo.com,01939874054,62,Professional
C00488,Imran Nahar,Female,22,Kishoreganj,Dhaka,4/24/2024 2:58,Platinum,arif.uddin@outlook.com,01574278382,100,Young
C00489,Rumana Roy,Male,22,Khagrachari,Chattogram,11/5/2021 0:52,Bronze,tasnima.khan@outlook.com,01546555276,35,Young
C00490,Shuvo Islam,Female,43,Lakshmipur,Chattogram,4/11/2021 9:19,Gold,jannat.das@outlook.com,01487830139,65,Professional
C00491,Raisa Rahman,Female,21,Dhaka,Dhaka,5/6/2024 19:00,Gold,sami.chowdhury@gmail.com,01384241852,69,Young
C00492,Mim Bhuiyan,Male,26,Shariatpur,Dhaka,7/5/2022 8:34,Gold,tanjim.islam@yahoo.com,01829407477,71,Young
C00493,Shuvo Uddin,Female,45,Dhaka,Dhaka,1/1/2023 8:22,Silver,sifat.roy@yahoo.com,01875267782,45,Professional
C00494,Rahim Karim,Female,34,Gopalganj,Dhaka,7/8/2023 4:53,Gold,rahim.chowdhury@yahoo.com,01517127831,71,Professional
C00495,Farhan Khan,Male,43,Manikganj,Dhaka,1/24/2025 1:18,Gold,mim.roy@yahoo.com,01871258866,69,Professional
C00496,Nusrat Ahmed,Male,10,Kishoreganj,Dhaka,12/6/2022 10:51,Bronze,farhan.islam@gmail.com,01634660562,36,Kids
C00497,Sakib Rahman,Female,21,Chittagong,Chattogram,2/28/2024 5:03,Gold,nafis.patwary@outlook.com,01534564449,79,Young
C00498,Sifat Patwary,Female,50,Dhaka,Dhaka,9/17/2023 19:04,Gold,sakib.miah@outlook.com,01928348193,74,Professional
C00499,Rahim Sarker,Male,36,,,4/18/2021 17:02,Silver,ayesha.khan@outlook.com,01614970672,45,Professional
C00500,Tanjim Roy,Male,52,Tangail,Dhaka,10/6/2024 12:32,Silver,arif.khan@yahoo.com,01657491756,52,Professional
C00501,Sadia Rahman,Male,9,Cox's Bazar,Chattogram,11/27/2023 16:32,Silver,nayeem.karim@gmail.com,01753934176,52,Kids
C00502,Mim Talukder,Male,63,Dhaka,Dhaka,3/15/2022 19:55,Bronze,tanjim.jahan@yahoo.com,01797976163,32,Elderly
C00503,Arif Sheikh,Male,25,Madaripur,Dhaka,1/19/2025 15:37,Gold,nusrat.mollik@outlook.com,01542118218,76,Young
C00504,Jannat Patwary,Male,25,Chandpur,Chattogram,7/18/2021 5:05,Gold,tasnima.sheikh@gmail.com,01736198488,76,Young
C00505,Arif Sarker,Female,43,Chandpur,Chattogram,6/7/2022 10:09,Silver,raisa.karim@yahoo.com,01451792595,56,Professional
C00506,Shaila Bhuiyan,Male,26,Narayanganj,Dhaka,4/21/2022 3:42,Gold,tamim.miah@outlook.com,01329503604,61,Young
C00507,Tasnima Amin,Female,36,Narayanganj,Dhaka,7/25/2024 4:46,Gold,nafis.rahman@outlook.com,01565192719,64,Professional
C00508,Arif Amin,Female,27,Rangamati,Chattogram,5/23/2026 1:34,Gold,arif.sheikh@yahoo.com,01682945068,66,Young
C00509,Tanvir Chowdhury,Female,46,Madaripur,Dhaka,7/30/2025 18:15,Bronze,shaila.chowdhury@gmail.com,01818789990,38,Professional
C00510,Nafis Das,Female,20,Dhaka,Dhaka,10/3/2021 1:28,Gold,sadia.talukder@gmail.com,01712431110,71,Young
C00511,Tanvir Rahman,Female,12,Noakhali,Chattogram,5/10/2021 13:16,Silver,tamim.uddin@yahoo.com,01478502096,41,Kids
C00512,Fahim Uddin,Male,52,Cox's Bazar,Chattogram,4/18/2025 15:01,Gold,nabil.ahmed@gmail.com,01739059183,74,Professional
C00513,Tanvir Rahman,Male,34,Gazipur,Dhaka,2/24/2024 2:36,Silver,karim.rahman@yahoo.com,01439144293,43,Professional
C00514,Jannat Chowdhury,Male,71,Khagrachari,Chattogram,12/15/2022 2:04,Bronze,nafis.talukder@gmail.com,01860826557,39,Elderly
C00515,Mahin Ahmed,Male,24,,,10/31/2025 13:12,Gold,nayeem.jahan@gmail.com,01353806380,61,Young
C00516,Sami Rahman,Male,50,Feni,Chattogram,12/21/2021 14:34,Gold,imran.khan@gmail.com,01478439161,61,Professional
C00517,Hasan Sarker,Male,38,Bandarban,Chattogram,9/9/2021 7:44,Gold,farhan.jahan@outlook.com,01487955753,64,Professional
C00518,Sifat Karim,Male,20,Narsingdi,Dhaka,9/21/2023 11:56,Silver,sifat.karim@gmail.com,01855210577,46,Young
C00519,Nayeem Ahmed,Male,7,Lakshmipur,Chattogram,6/20/2022 6:20,Gold,tanvir.mollik@gmail.com,01812068301,66,Kids
C00520,Tanvir Nahar,Female,18,Cox's Bazar,Chattogram,4/7/2022 18:51,Gold,jannat.hossain@outlook.com,01478239230,67,Young
C00521,Shuvo Ahmed,Female,28,Dhaka,Dhaka,5/29/2024 8:05,Platinum,farhan.islam@gmail.com,01369484557,83,Young
C00522,Rahim Roy,Male,21,Chandpur,Chattogram,8/29/2022 22:22,Gold,mahin.amin@gmail.com,01398363810,65,Young
C00523,Shuvo Amin,Male,29,Cox's Bazar,Chattogram,3/9/2024 8:17,Silver,shaila.talukder@gmail.com,01474064600,51,Young
C00524,Rahim Karim,Male,35,Shariatpur,Dhaka,2/1/2024 22:40,Bronze,jannat.roy@gmail.com,01745119570,38,Professional
C00525,Rafi Chowdhury,Male,22,Gopalganj,Dhaka,4/27/2025 6:30,Bronze,sifat.nahar@outlook.com,01850536815,34,Young
C00526,Nayeem Amin,Female,52,Gazipur,Dhaka,4/25/2026 6:20,Gold,nabil.karim@gmail.com,01735828388,61,Professional
C00527,Tanjim Bhuiyan,Male,39,Rangamati,Chattogram,6/4/2024 13:22,Gold,sadia.sheikh@outlook.com,01873064207,76,Professional
C00528,Muntasir Khan,Male,27,Narayanganj,Dhaka,7/25/2022 10:35,Silver,tanvir.rahman@outlook.com,01669216475,46,Young
C00529,Nusrat Das,Female,32,Rajbari,Dhaka,2/19/2024 18:43,Gold,nabil.khan@yahoo.com,01867786281,67,Professional
C00530,Rahim Uddin,Male,29,Tangail,Dhaka,8/17/2023 21:18,Silver,fahim.sarker@outlook.com,01534906453,59,Young
C00531,Rumana Uddin,Female,10,Dhaka,Dhaka,6/18/2023 6:44,Gold,rahim.hossain@yahoo.com,01982756322,75,Kids
C00532,Shaila Hossain,Male,49,Dhaka,Dhaka,11/17/2022 13:54,Gold,shaila.islam@outlook.com,01574501643,78,Professional
C00533,Sadia Khan,Male,30,Faridpur,Dhaka,6/5/2021 13:25,Bronze,sifat.das@gmail.com,00000000000,21,Professional
C00534,Ayesha Uddin,Male,28,Dhaka,Dhaka,5/6/2022 6:34,Platinum,sami.chowdhury@outlook.com,01438016248,81,Young
C00535,Rafi Jahan,Female,42,Lakshmipur,Chattogram,3/21/2024 2:00,Gold,hasan.khan@yahoo.com,01922513150,67,Professional
C00536,Nayeem Sarker,Male,35,Dhaka,Dhaka,5/21/2021 8:50,Silver,tanvir.jahan@outlook.com,01846273653,52,Professional
C00537,Shaila Miah,Male,19,Gazipur,Dhaka,11/8/2021 8:55,Silver,nayeem.karim@outlook.com,01651549253,53,Young
C00538,Nusrat Ahmed,Female,6,Shariatpur,Dhaka,2/8/2024 22:21,Gold,mahin.khan@outlook.com,01955013682,63,Kids
C00539,Mahin Khan,Female,47,Lakshmipur,Chattogram,6/3/2026 17:58,Silver,nabil.amin@outlook.com,01410653733,53,Professional
C00540,Rafi Das,Male,60,Dhaka,Dhaka,11/28/2021 19:53,Silver,rafi.das@gmail.com,01424265713,45,Elderly
C00541,Shaila Nahar,Female,54,Gazipur,Dhaka,6/6/2021 1:23,Silver,sami.sarker@outlook.com,01399363128,49,Professional
C00542,Adib Bhuiyan,Female,35,Chittagong,Chattogram,11/27/2022 2:17,Silver,ayesha.das@gmail.com,01699914777,43,Professional
C00543,Tanjim Karim,Female,19,Rajbari,Dhaka,5/31/2021 12:34,Platinum,jannat.talukder@gmail.com,01678381938,86,Young
C00544,Ayesha Sarker,Male,28,Tangail,Dhaka,11/17/2025 12:51,Gold,sakib.sarker@outlook.com,01314671732,63,Young
C00545,Jannat Sarker,Female,71,Dhaka,Dhaka,4/15/2025 5:03,Platinum,nafis.patwary@outlook.com,01538385197,100,Elderly
C00546,Hasan Islam,Male,43,Khagrachari,Chattogram,8/21/2021 3:47,Gold,sami.miah@gmail.com,01456256892,69,Professional
C00547,Arif Hossain,Male,27,Tangail,Dhaka,7/21/2021 2:47,Gold,fahim.rahman@outlook.com,01749065159,73,Young
C00548,Jannat Uddin,Male,48,Feni,Chattogram,12/12/2023 9:46,Silver,imran.talukder@outlook.com,01643265050,43,Professional
C00549,Nafis Uddin,Male,20,Noakhali,Chattogram,3/17/2023 6:59,Silver,arif.amin@outlook.com,01397189616,58,Young
C00550,Hasan Chowdhury,Female,8,Chittagong,Chattogram,10/10/2024 12:44,Gold,hasan.chowdhury@gmail.com,01782257192,63,Kids
C00551,Adib Uddin,Female,53,Dhaka,Dhaka,1/18/2026 20:50,Silver,ayesha.ahmed@yahoo.com,01810548966,51,Professional
C00552,Rahim Das,Male,10,Chandpur,Chattogram,10/27/2022 7:08,Silver,arif.rahman@yahoo.com,01688285245,54,Kids
C00553,Nafis Mollik,Male,25,Shariatpur,Dhaka,4/16/2025 7:26,Gold,arif.islam@gmail.com,01763806568,70,Young
C00554,Sakib Nahar,Male,20,Dhaka,Dhaka,10/24/2022 21:27,Gold,muntasir.patwary@gmail.com,01977456626,70,Young
C00555,Tanjim Amin,Female,24,Gopalganj,Dhaka,4/8/2022 21:22,Bronze,tanjim.amin@gmail.com,01840042888,38,Young
C00556,Farhan Sarker,Male,59,Dhaka,Dhaka,4/14/2026 12:12,Gold,adib.sarker@outlook.com,01986527150,67,Elderly
C00557,Sifat Chowdhury,Female,10,Lakshmipur,Chattogram,5/15/2022 1:08,Gold,sadia.patwary@yahoo.com,01359364301,72,Kids
C00558,Nayeem Sheikh,Male,20,Cox's Bazar,Chattogram,10/12/2021 19:38,Silver,raisa.sheikh@gmail.com,01456974099,51,Young
C00559,Sakib Hossain,Female,37,Chandpur,Chattogram,3/23/2024 10:23,Silver,adib.nahar@gmail.com,01872268472,50,Professional
C00560,Sifat Roy,Female,44, Cumilla ,,3/30/2024 2:39,Gold,raisa.jahan@yahoo.com,01848653648,70,Professional
C00561,Shuvo Islam,Male,30,Tangail,Dhaka,8/26/2023 0:59,Bronze,imran.sheikh@gmail.com,01389269528,16,Professional
C00562,Nabil Khan,Female,69,Feni,Chattogram,6/23/2021 10:37,Gold,shuvo.chowdhury@gmail.com,01375030273,62,Elderly
C00563,Imran Chowdhury,Female,41,Gazipur,Dhaka,8/21/2021 2:12,Gold,tasnima.chowdhury@yahoo.com,01552880542,68,Professional
C00564,Imran Miah,Male,27,Gopalganj,Dhaka,2/15/2025 7:12,Bronze,adib.sheikh@outlook.com,01325383878,15,Young
C00565,Sifat Jahan,Male,26,Tangail,Dhaka,11/12/2021 9:22,Gold,imran.hossain@outlook.com,01734326570,77,Young
C00566,Ayesha Roy,Female,27,Cox's Bazar,Chattogram,7/3/2022 13:58,Gold,mahin.amin@yahoo.com,01548288220,72,Young
C00567,Sami Roy,Male,32,Feni,Chattogram,5/16/2025 3:47,Gold,shaila.karim@outlook.com,00000000000,63,Professional
C00568,Raisa Talukder,Female,34,Rangamati,Chattogram,11/4/2022 15:20,Gold,nusrat.talukder@yahoo.com,01626765698,71,Professional
C00569,Mahin Jahan,Male,41, Cumilla ,,11/17/2022 10:39,Gold,tanvir.hossain@outlook.com,01610202637,80,Professional
C00570,Hasan Sheikh,Female,20,Gazipur,Dhaka,12/27/2025 13:09,Silver,nayeem.uddin@gmail.com,01762030781,41,Young
C00571,Rafi Amin,Female,36,Gazipur,Dhaka,5/8/2025 10:28,Silver,tanvir.talukder@yahoo.com,01949379071,49,Professional
C00572,Rumana Miah,Male,44,Narayanganj,Dhaka,11/9/2024 6:52,Gold,rumana.khan@outlook.com,01614946465,62,Professional
C00573,Mahin Rahman,Male,19,Brahmanbaria,Chattogram,1/13/2022 9:02,Gold,rahim.nahar@outlook.com,00000000000,80,Young
C00574,Tasnima Ahmed,Female,23,Rajbari,Dhaka,7/20/2022 16:02,Silver,imran.hossain@outlook.com,01433455631,52,Young
C00575,Rafi Sarker,Male,29,Dhaka,Dhaka,4/6/2024 16:07,Gold,nafis.das@gmail.com,01981069614,61,Young
C00576,Nayeem Das,Male,6,Narsingdi,Dhaka,7/26/2025 11:40,Silver,nusrat.sarker@yahoo.com,01737427482,50,Kids
C00577,Sami Das,Female,60,Cox's Bazar,Chattogram,10/2/2023 3:44,Gold,mim.rahman@gmail.com,01854066385,62,Elderly
C00578,Mim Khan,Male,21,Gazipur,Dhaka,1/18/2025 11:46,Platinum,sifat.bhuiyan@yahoo.com,01833896807,81,Young
C00579,Rahim Miah,Female,12,Bandarban,Chattogram,10/11/2022 20:30,Gold,ayesha.sarker@gmail.com,01695548615,64,Kids
C00580,Sadia Khan,Male,49,Gopalganj,Dhaka,12/28/2022 15:05,Silver,nayeem.khan@outlook.com,01379679243,56,Professional
C00581,Ayesha Rahman,Female,20,Shariatpur,Dhaka,4/24/2024 20:25,Gold,karim.khan@outlook.com,01748095435,61,Young
C00582,Tanvir Khan,Female,26,Chandpur,Chattogram,2/1/2024 21:09,Silver,tamim.chowdhury@gmail.com,01957476278,48,Young
C00583,Tanjim Rahman,Male,18,Faridpur,Dhaka,9/5/2021 13:48,Silver,imran.khan@outlook.com,01571786065,44,Young
C00584,Mahin Bhuiyan,Male,27,Chittagong,Chattogram,2/12/2023 12:29,Platinum,sifat.karim@outlook.com,01333140998,84,Young
C00585,Tamim Jahan,Male,35,Brahmanbaria,Chattogram,8/30/2025 15:49,Platinum,tamim.sarker@outlook.com,01630199225,91,Professional
C00586,Karim Roy,Female,26,Kishoreganj,Dhaka,11/27/2023 13:22,Bronze,raisa.miah@yahoo.com,01688460433,30,Young
C00587,Raisa Sheikh,Male,23,Lakshmipur,Chattogram,1/17/2025 20:18,Gold,tasnima.bhuiyan@outlook.com,01546138454,72,Young
C00588,Shaila Rahman,Male,26, Cumilla ,,7/2/2025 3:24,Gold,nusrat.islam@outlook.com,01874298594,77,Young
C00589,Sami Hossain,Female,22,Rajbari,Dhaka,7/25/2022 12:04,Bronze,rumana.nahar@yahoo.com,01490590264,40,Young
C00590,Nafis Miah,Female,24,Dhaka,Dhaka,4/12/2022 19:59,Silver,adib.sarker@yahoo.com,01790469543,54,Young
C00591,Karim Miah,Male,12,,,2/28/2024 8:12,Silver,tamim.rahman@outlook.com,01961812263,52,Kids
C00592,Mahin Das,Female,50,Madaripur,Dhaka,8/12/2023 15:10,Platinum,nabil.sarker@gmail.com,01766654132,96,Professional
C00593,Karim Miah,Female,24,Gopalganj,Dhaka,11/29/2025 12:16,Platinum,nusrat.patwary@yahoo.com,01730802621,92,Young
C00594,Adib Islam,Male,74,Brahmanbaria,Chattogram,12/30/2021 0:53,Silver,shuvo.amin@gmail.com,01573479234,45,Elderly
C00595,Tasnima Amin,Female,33,,,4/20/2023 13:00,Bronze,nabil.bhuiyan@outlook.com,01852073664,36,Professional
